Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Volte Pr.Blok www.cibulka.net,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Společ.proti výst.v Prok.údolí,Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,OBČANÉ 2011-SPRAVEDL. PRO LIDI,Unie H.A.V.E.L.,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
500224,Praha 10, Okrsek: 10042,673,485,483,66,0,1,38,1,0,18,34,17,5,1,12,0,2,90,0,0,0,52,94,0,1,17,0,7,1,0,25,0
500224,Praha 10, Okrsek: 10043,828,604,604,95,0,0,32,1,0,17,34,11,3,0,17,1,0,106,0,0,0,89,132,2,0,24,2,8,1,1,27,1
500224,Praha 10, Okrsek: 10044,851,638,638,121,0,0,39,1,0,31,30,6,3,0,6,0,0,96,0,0,0,86,152,0,0,30,0,3,0,1,30,1
500224,Praha 10, Okrsek: 10045,733,501,501,85,0,0,38,0,1,26,22,1,1,0,6,0,1,72,0,0,0,60,122,0,1,24,0,5,0,0,29,0
500224,Praha 10, Okrsek: 10046,573,396,396,47,0,0,28,0,0,10,18,8,0,1,9,1,0,65,0,0,0,61,87,2,0,26,1,5,0,0,21,1
500224,Praha 10, Okrsek: 10047,730,518,518,75,0,1,34,1,1,23,34,6,1,1,6,0,0,75,0,0,1,49,142,1,3,24,0,5,0,0,31,0
500224,Praha 10, Okrsek: 10048,882,627,627,93,0,2,47,1,1,34,26,8,6,0,3,0,0,107,0,0,0,78,134,0,0,34,0,4,1,1,42,3
500224,Praha 10, Okrsek: 10049,732,499,499,68,0,0,28,1,1,30,27,12,4,0,11,0,2,83,0,0,0,61,115,2,0,22,0,2,1,1,25,1
500224,Praha 10, Okrsek: 10050,726,466,466,78,0,0,34,0,0,14,41,11,3,0,16,1,0,88,0,0,0,38,78,0,1,23,0,3,1,3,32,1
500224,Praha 10, Okrsek: 10051,754,511,511,82,0,0,45,0,0,27,19,5,0,1,8,0,1,80,0,0,0,52,118,0,0,20,0,7,2,0,30,2
500224,Praha 10, Okrsek: 10052,842,613,613,110,2,0,40,1,0,25,39,14,2,0,7,0,0,118,0,0,0,66,132,0,0,18,0,4,0,0,27,1
500224,Praha 10, Okrsek: 10053,808,585,585,116,0,0,34,0,1,21,30,12,3,0,9,0,2,99,0,0,1,73,110,0,1,39,0,4,2,2,23,1
500224,Praha 10, Okrsek: 10054,816,555,555,78,0,0,34,0,0,31,27,12,5,0,13,0,1,97,0,0,0,41,132,0,0,23,0,3,1,0,53,2
500224,Praha 10, Okrsek: 10055,657,425,425,55,0,0,37,0,0,9,18,8,3,0,7,0,0,68,0,0,0,35,124,0,1,26,0,4,0,0,28,1
500224,Praha 10, Okrsek: 10056,639,423,422,51,1,0,47,0,0,15,17,12,1,0,5,0,0,78,0,0,0,36,115,1,1,19,0,4,0,0,18,1
500224,Praha 10, Okrsek: 10057,795,536,536,128,1,1,19,0,0,30,2,12,0,0,14,2,0,107,0,0,0,95,73,0,0,15,0,5,0,0,24,1
500224,Praha 10, Okrsek: 10058,719,473,473,67,1,1,32,1,2,14,23,12,2,0,12,0,1,80,0,0,0,45,135,1,0,16,0,5,1,0,19,0
500224,Praha 10, Okrsek: 10059,1 066,772,772,115,0,0,42,1,2,48,25,12,2,1,21,0,0,141,0,0,1,89,170,0,1,38,0,9,2,0,45,3
500224,Praha 10, Okrsek: 10060,689,423,423,56,1,1,27,0,0,14,20,9,0,0,9,0,0,78,0,0,0,37,113,0,0,10,0,5,0,0,36,2
500224,Praha 10, Okrsek: 10061,645,423,407,60,0,0,14,0,0,8,32,8,5,0,6,1,1,74,0,0,0,35,115,0,1,24,0,1,2,1,18,0
500224,Praha 10, Okrsek: 10062,681,435,435,55,0,1,28,0,0,22,32,8,2,0,7,1,0,80,0,0,0,40,107,1,0,25,0,2,1,1,18,2
500224,Praha 10, Okrsek: 10063,1 031,752,752,135,0,0,49,1,0,37,32,19,2,1,14,0,4,171,0,0,1,63,132,1,0,30,0,11,1,1,43,2
500224,Praha 10, Okrsek: 10064,780,513,513,93,0,0,25,0,0,19,28,11,7,0,11,0,0,71,0,0,0,81,100,0,2,22,0,5,0,1,29,2
500224,Praha 10, Okrsek: 10065,1 169,816,814,161,1,1,58,1,0,34,44,29,1,0,15,0,0,109,0,0,1,94,177,0,0,34,0,9,4,0,35,3
500224,Praha 10, Okrsek: 10066,691,483,482,56,0,0,30,1,0,26,20,7,1,0,10,0,1,86,0,0,2,52,115,0,1,36,0,2,1,3,32,0
500224,Praha 10, Okrsek: 10067,999,685,683,118,0,0,57,0,0,29,27,12,3,0,16,0,0,105,0,0,0,71,149,0,0,36,0,6,1,0,46,0
500224,Praha 10, Okrsek: 10068,1 276,818,818,135,2,0,38,1,0,40,28,14,5,0,20,2,1,144,0,0,0,114,165,2,1,37,0,5,0,0,54,4
500224,Praha 10, Okrsek: 10069,696,502,502,55,2,0,34,0,0,19,84,4,7,0,15,2,2,84,0,1,1,45,98,0,0,14,0,4,0,0,25,2
500224,Praha 10, Okrsek: 10070,827,570,570,78,0,0,40,0,0,25,54,12,2,0,9,1,1,105,0,0,0,55,127,0,0,22,0,3,0,1,30,4
500224,Praha 10, Okrsek: 10071,756,483,483,55,0,0,33,0,0,18,51,9,3,0,9,0,2,100,0,0,2,41,99,0,0,16,0,4,0,0,31,5
500224,Praha 10, Okrsek: 10072,706,402,402,56,0,0,17,1,1,16,21,5,5,0,9,0,0,79,0,0,1,43,87,1,0,18,0,4,0,1,34,0
500224,Praha 10, Okrsek: 10073,788,535,535,66,0,0,41,0,0,23,29,16,1,0,10,1,1,112,0,0,0,58,101,0,3,26,0,4,0,0,39,1
500224,Praha 10, Okrsek: 10074,590,338,338,50,0,0,17,1,0,20,12,9,3,0,5,1,2,65,0,0,0,42,63,1,0,16,1,1,0,0,23,2
500224,Praha 10, Okrsek: 10075,597,369,368,56,0,0,18,0,0,18,21,11,2,0,3,0,0,69,0,0,0,44,75,1,1,20,0,2,2,1,22,0
500224,Praha 10, Okrsek: 10076,711,398,398,64,1,0,24,0,0,23,22,9,0,0,13,1,1,62,0,0,0,46,81,1,0,17,0,5,0,1,26,1
500224,Praha 10, Okrsek: 10077,853,556,556,91,1,2,46,0,0,22,25,12,0,0,5,1,1,88,0,0,0,72,117,1,0,34,1,3,0,2,29,2
500224,Praha 10, Okrsek: 10078,647,445,445,70,0,0,12,0,0,21,4,23,2,0,13,0,0,93,0,0,1,63,74,0,2,19,0,14,0,1,28,1
500224,Praha 10, Okrsek: 10079,506,314,314,42,1,0,16,0,0,10,8,18,4,0,10,0,1,67,0,0,0,66,33,0,0,17,0,0,0,0,15,2
500224,Praha 10, Okrsek: 10080,488,294,294,38,0,0,8,0,0,22,3,17,2,0,6,0,0,63,0,0,0,42,60,0,0,14,0,2,0,0,17,0
500224,Praha 10, Okrsek: 10081,591,365,365,50,0,0,19,1,0,10,16,21,2,0,3,0,1,75,0,0,0,54,59,0,0,19,0,10,0,0,22,1
500224,Praha 10, Okrsek: 10082,518,322,322,42,0,0,13,0,0,19,12,13,2,0,4,1,1,69,0,0,0,56,58,0,0,12,0,5,0,2,9,2
500224,Praha 10, Okrsek: 10083,538,334,334,54,1,1,12,0,1,17,15,14,5,0,3,0,0,76,0,0,0,44,47,0,0,17,0,2,0,0,16,2
500224,Praha 10, Okrsek: 10084,606,400,400,71,0,0,17,1,0,23,12,8,2,0,15,1,1,85,0,2,0,34,73,0,0,14,0,3,0,1,25,4
500224,Praha 10, Okrsek: 10085,574,344,344,61,0,0,22,0,0,21,8,13,2,0,5,1,0,51,1,0,0,50,58,0,2,19,0,5,0,0,12,0
500224,Praha 10, Okrsek: 10086,642,402,402,55,1,0,18,1,0,20,19,15,2,0,10,0,0,99,0,0,0,51,65,0,0,12,0,7,1,0,22,2
500224,Praha 10, Okrsek: 10087,536,326,326,50,0,0,23,0,0,20,23,5,3,0,13,0,0,74,0,0,0,26,44,0,1,11,0,2,3,1,23,2
500224,Praha 10, Okrsek: 10088,493,316,316,54,2,1,24,0,0,12,13,10,0,0,5,0,0,52,1,0,0,43,48,1,0,22,0,7,0,0,19,0
500224,Praha 10, Okrsek: 10089,655,417,416,54,0,0,25,0,0,19,14,13,3,0,4,0,2,80,0,0,0,73,75,0,0,24,0,4,0,3,21,1
500224,Praha 10, Okrsek: 10090,584,362,360,42,0,0,15,0,0,18,21,14,2,0,8,0,1,72,0,0,3,61,60,0,1,16,0,4,0,0,19,0
500224,Praha 10, Okrsek: 10091,621,447,446,72,0,1,23,0,1,32,15,15,0,0,14,0,2,88,1,0,1,64,77,0,1,21,0,2,0,1,12,1
500224,Praha 10, Okrsek: 10092,540,336,336,34,0,0,28,0,0,19,7,15,0,0,5,1,1,82,0,0,0,44,56,1,1,14,0,3,2,0,23,0
500224,Praha 10, Okrsek: 10093,584,366,365,63,0,0,16,1,0,14,16,14,1,1,7,0,0,69,0,0,0,45,65,0,1,19,1,6,1,1,22,0
500224,Praha 10, Okrsek: 10094,587,388,388,50,0,0,26,0,0,19,14,23,1,0,6,1,1,59,0,0,0,46,93,1,0,22,0,5,0,1,18,0
500224,Praha 10, Okrsek: 10095,563,368,368,57,0,0,28,0,0,21,20,10,0,0,14,0,0,56,0,0,0,43,74,0,1,13,0,2,1,0,24,2
500224,Praha 10, Okrsek: 10096,662,433,433,69,2,1,28,0,0,17,14,13,3,0,13,0,1,70,0,0,1,50,100,1,1,19,0,2,2,0,22,1
500224,Praha 10, Okrsek: 10097,686,467,467,57,0,1,28,0,1,16,16,14,2,0,10,0,0,84,1,1,0,65,102,1,0,20,0,6,1,0,31,6
500224,Praha 10, Okrsek: 10098,731,485,484,69,0,1,22,1,0,21,23,9,0,0,19,1,1,120,0,0,0,56,84,0,1,16,0,8,1,0,23,2
500224,Praha 10, Okrsek: 10099,570,387,387,54,1,0,27,0,0,16,17,17,2,1,4,0,0,79,0,0,0,38,78,0,1,19,0,0,1,0,27,2
500224,Praha 10, Okrsek: 10100,581,397,397,70,1,0,22,1,0,11,15,6,1,0,8,0,1,68,0,0,0,63,78,0,0,31,0,2,1,0,16,0
500224,Praha 10, Okrsek: 10101,696,485,485,91,0,0,21,0,0,11,17,6,0,0,10,0,0,91,0,0,0,73,109,1,0,21,0,3,0,0,25,4
500224,Praha 10, Okrsek: 10102,629,396,396,66,0,0,30,1,0,16,22,11,0,0,10,1,0,70,0,0,0,31,86,0,0,12,0,5,0,0,33,0
500224,Praha 10, Okrsek: 10103,593,378,377,49,0,0,30,1,0,12,19,6,4,0,9,0,0,68,0,0,0,54,80,0,2,13,0,0,3,1,20,5
500224,Praha 10, Okrsek: 10104,729,465,465,86,1,0,26,0,0,25,16,8,4,0,11,0,0,78,0,0,0,58,90,0,1,15,0,6,1,0,35,3
500224,Praha 10, Okrsek: 10105,575,389,389,61,1,0,35,1,0,14,23,3,2,0,8,0,0,51,0,0,0,33,89,0,1,24,0,5,0,2,28,3
500224,Praha 10, Okrsek: 10106,604,419,419,75,2,0,24,0,0,22,31,9,1,0,6,0,0,72,0,0,0,66,78,0,0,17,0,1,0,0,13,2
500224,Praha 10, Okrsek: 10107,830,557,557,96,0,1,34,0,0,23,12,9,2,0,13,0,0,101,0,0,3,82,108,0,0,17,0,5,3,0,44,0
500224,Praha 10, Okrsek: 10108,883,570,570,97,1,0,24,1,0,27,26,7,1,0,12,0,1,100,0,0,0,76,135,2,0,19,0,2,0,0,26,4
500224,Praha 10, Okrsek: 10109,2 759,339,338,71,2,2,13,0,0,6,17,7,0,0,7,1,0,73,0,0,0,34,46,0,0,7,0,3,0,1,40,1
500224,Praha 10, Okrsek: 10031,738,578,578,72,0,0,32,1,0,38,33,13,1,0,9,0,0,90,0,0,0,89,125,0,1,32,0,9,1,0,28,1
500224,Praha 10, Okrsek: 10032,863,541,541,69,0,2,46,1,0,16,27,8,4,0,11,0,1,91,0,1,0,57,133,1,0,18,0,9,0,1,41,1
500224,Praha 10, Okrsek: 10033,864,621,621,97,0,0,29,0,0,31,27,12,4,1,11,0,2,102,0,0,0,70,147,0,2,27,0,5,2,1,43,6
500224,Praha 10, Okrsek: 10034,827,580,580,79,0,2,39,0,0,26,27,14,2,0,14,1,0,109,0,0,0,76,125,2,0,27,0,3,0,0,29,4
500224,Praha 10, Okrsek: 10035,763,599,599,97,0,0,28,1,1,36,16,11,1,0,11,0,2,138,0,0,0,71,110,0,0,33,0,6,1,1,30,0
500224,Praha 10, Okrsek: 10036,636,424,424,61,0,0,35,0,0,13,15,11,0,0,13,1,0,89,0,0,0,50,77,0,0,22,0,4,0,0,29,2
500224,Praha 10, Okrsek: 10037,633,388,388,67,2,0,29,0,0,19,14,4,3,0,3,0,0,78,0,0,0,49,73,0,0,11,0,4,0,2,25,0
500224,Praha 10, Okrsek: 10038,864,547,546,105,0,0,26,0,0,21,20,8,2,0,11,0,0,95,0,0,0,58,124,0,0,25,1,1,2,0,39,4
500224,Praha 10, Okrsek: 10039,786,533,532,98,1,0,33,0,0,37,20,12,1,0,10,0,0,71,0,0,0,69,106,0,0,35,0,5,0,0,27,2
500224,Praha 10, Okrsek: 10040,779,546,545,87,0,0,23,0,0,22,26,12,3,0,13,0,0,132,1,0,1,71,94,0,1,25,0,6,0,1,24,1
500224,Praha 10, Okrsek: 10041,655,458,458,72,1,2,29,0,0,20,5,5,2,0,9,1,0,84,0,0,0,64,116,0,1,19,0,0,0,0,26,1
500224,Praha 10, Okrsek: 10042,673,485,483,66,0,1,38,1,0,18,34,17,5,1,12,0,2,90,0,0,0,52,94,0,1,17,0,7,1,0,25,0
500224,Praha 10, Okrsek: 10043,828,604,604,95,0,0,32,1,0,17,34,11,3,0,17,1,0,106,0,0,0,89,132,2,0,24,2,8,1,1,27,1
500224,Praha 10, Okrsek: 10044,851,638,638,121,0,0,39,1,0,31,30,6,3,0,6,0,0,96,0,0,0,86,152,0,0,30,0,3,0,1,30,1
500224,Praha 10, Okrsek: 10045,733,501,501,85,0,0,38,0,1,26,22,1,1,0,6,0,1,72,0,0,0,60,122,0,1,24,0,5,0,0,29,0
500224,Praha 10, Okrsek: 10046,573,396,396,47,0,0,28,0,0,10,18,8,0,1,9,1,0,65,0,0,0,61,87,2,0,26,1,5,0,0,21,1
500224,Praha 10, Okrsek: 10047,730,518,518,75,0,1,34,1,1,23,34,6,1,1,6,0,0,75,0,0,1,49,142,1,3,24,0,5,0,0,31,0
500224,Praha 10, Okrsek: 10048,882,627,627,93,0,2,47,1,1,34,26,8,6,0,3,0,0,107,0,0,0,78,134,0,0,34,0,4,1,1,42,3
500224,Praha 10, Okrsek: 10049,732,499,499,68,0,0,28,1,1,30,27,12,4,0,11,0,2,83,0,0,0,61,115,2,0,22,0,2,1,1,25,1
500224,Praha 10, Okrsek: 10050,726,466,466,78,0,0,34,0,0,14,41,11,3,0,16,1,0,88,0,0,0,38,78,0,1,23,0,3,1,3,32,1
500224,Praha 10, Okrsek: 10051,754,511,511,82,0,0,45,0,0,27,19,5,0,1,8,0,1,80,0,0,0,52,118,0,0,20,0,7,2,0,30,2
500224,Praha 10, Okrsek: 10052,842,613,613,110,2,0,40,1,0,25,39,14,2,0,7,0,0,118,0,0,0,66,132,0,0,18,0,4,0,0,27,1
500224,Praha 10, Okrsek: 10053,808,585,585,116,0,0,34,0,1,21,30,12,3,0,9,0,2,99,0,0,1,73,110,0,1,39,0,4,2,2,23,1
500224,Praha 10, Okrsek: 10054,816,555,555,78,0,0,34,0,0,31,27,12,5,0,13,0,1,97,0,0,0,41,132,0,0,23,0,3,1,0,53,2
500224,Praha 10, Okrsek: 10055,657,425,425,55,0,0,37,0,0,9,18,8,3,0,7,0,0,68,0,0,0,35,124,0,1,26,0,4,0,0,28,1
500224,Praha 10, Okrsek: 10056,639,423,422,51,1,0,47,0,0,15,17,12,1,0,5,0,0,78,0,0,0,36,115,1,1,19,0,4,0,0,18,1
500224,Praha 10, Okrsek: 10057,795,536,536,128,1,1,19,0,0,30,2,12,0,0,14,2,0,107,0,0,0,95,73,0,0,15,0,5,0,0,24,1
500224,Praha 10, Okrsek: 10058,719,473,473,67,1,1,32,1,2,14,23,12,2,0,12,0,1,80,0,0,0,45,135,1,0,16,0,5,1,0,19,0
500224,Praha 10, Okrsek: 10059,1 066,772,772,115,0,0,42,1,2,48,25,12,2,1,21,0,0,141,0,0,1,89,170,0,1,38,0,9,2,0,45,3
500224,Praha 10, Okrsek: 10060,689,423,423,56,1,1,27,0,0,14,20,9,0,0,9,0,0,78,0,0,0,37,113,0,0,10,0,5,0,0,36,2
500224,Praha 10, Okrsek: 10061,645,423,407,60,0,0,14,0,0,8,32,8,5,0,6,1,1,74,0,0,0,35,115,0,1,24,0,1,2,1,18,0
500224,Praha 10, Okrsek: 10062,681,435,435,55,0,1,28,0,0,22,32,8,2,0,7,1,0,80,0,0,0,40,107,1,0,25,0,2,1,1,18,2
500224,Praha 10, Okrsek: 10063,1 031,752,752,135,0,0,49,1,0,37,32,19,2,1,14,0,4,171,0,0,1,63,132,1,0,30,0,11,1,1,43,2
500224,Praha 10, Okrsek: 10064,780,513,513,93,0,0,25,0,0,19,28,11,7,0,11,0,0,71,0,0,0,81,100,0,2,22,0,5,0,1,29,2
500224,Praha 10, Okrsek: 10065,1 169,816,814,161,1,1,58,1,0,34,44,29,1,0,15,0,0,109,0,0,1,94,177,0,0,34,0,9,4,0,35,3
500224,Praha 10, Okrsek: 10066,691,483,482,56,0,0,30,1,0,26,20,7,1,0,10,0,1,86,0,0,2,52,115,0,1,36,0,2,1,3,32,0
500224,Praha 10, Okrsek: 10067,999,685,683,118,0,0,57,0,0,29,27,12,3,0,16,0,0,105,0,0,0,71,149,0,0,36,0,6,1,0,46,0
500224,Praha 10, Okrsek: 10068,1 276,818,818,135,2,0,38,1,0,40,28,14,5,0,20,2,1,144,0,0,0,114,165,2,1,37,0,5,0,0,54,4
500224,Praha 10, Okrsek: 10069,696,502,502,55,2,0,34,0,0,19,84,4,7,0,15,2,2,84,0,1,1,45,98,0,0,14,0,4,0,0,25,2
500224,Praha 10, Okrsek: 10070,827,570,570,78,0,0,40,0,0,25,54,12,2,0,9,1,1,105,0,0,0,55,127,0,0,22,0,3,0,1,30,4
500224,Praha 10, Okrsek: 10071,756,483,483,55,0,0,33,0,0,18,51,9,3,0,9,0,2,100,0,0,2,41,99,0,0,16,0,4,0,0,31,5
500224,Praha 10, Okrsek: 10072,706,402,402,56,0,0,17,1,1,16,21,5,5,0,9,0,0,79,0,0,1,43,87,1,0,18,0,4,0,1,34,0
500224,Praha 10, Okrsek: 10073,788,535,535,66,0,0,41,0,0,23,29,16,1,0,10,1,1,112,0,0,0,58,101,0,3,26,0,4,0,0,39,1
500224,Praha 10, Okrsek: 10074,590,338,338,50,0,0,17,1,0,20,12,9,3,0,5,1,2,65,0,0,0,42,63,1,0,16,1,1,0,0,23,2
500224,Praha 10, Okrsek: 10075,597,369,368,56,0,0,18,0,0,18,21,11,2,0,3,0,0,69,0,0,0,44,75,1,1,20,0,2,2,1,22,0
500224,Praha 10, Okrsek: 10076,711,398,398,64,1,0,24,0,0,23,22,9,0,0,13,1,1,62,0,0,0,46,81,1,0,17,0,5,0,1,26,1
500224,Praha 10, Okrsek: 10077,853,556,556,91,1,2,46,0,0,22,25,12,0,0,5,1,1,88,0,0,0,72,117,1,0,34,1,3,0,2,29,2
500224,Praha 10, Okrsek: 10078,647,445,445,70,0,0,12,0,0,21,4,23,2,0,13,0,0,93,0,0,1,63,74,0,2,19,0,14,0,1,28,1
500224,Praha 10, Okrsek: 10079,506,314,314,42,1,0,16,0,0,10,8,18,4,0,10,0,1,67,0,0,0,66,33,0,0,17,0,0,0,0,15,2
500224,Praha 10, Okrsek: 10080,488,294,294,38,0,0,8,0,0,22,3,17,2,0,6,0,0,63,0,0,0,42,60,0,0,14,0,2,0,0,17,0
500224,Praha 10, Okrsek: 10081,591,365,365,50,0,0,19,1,0,10,16,21,2,0,3,0,1,75,0,0,0,54,59,0,0,19,0,10,0,0,22,1
500224,Praha 10, Okrsek: 10082,518,322,322,42,0,0,13,0,0,19,12,13,2,0,4,1,1,69,0,0,0,56,58,0,0,12,0,5,0,2,9,2
500224,Praha 10, Okrsek: 10083,538,334,334,54,1,1,12,0,1,17,15,14,5,0,3,0,0,76,0,0,0,44,47,0,0,17,0,2,0,0,16,2
500224,Praha 10, Okrsek: 10084,606,400,400,71,0,0,17,1,0,23,12,8,2,0,15,1,1,85,0,2,0,34,73,0,0,14,0,3,0,1,25,4
500224,Praha 10, Okrsek: 10085,574,344,344,61,0,0,22,0,0,21,8,13,2,0,5,1,0,51,1,0,0,50,58,0,2,19,0,5,0,0,12,0
500224,Praha 10, Okrsek: 10086,642,402,402,55,1,0,18,1,0,20,19,15,2,0,10,0,0,99,0,0,0,51,65,0,0,12,0,7,1,0,22,2
500224,Praha 10, Okrsek: 10087,536,326,326,50,0,0,23,0,0,20,23,5,3,0,13,0,0,74,0,0,0,26,44,0,1,11,0,2,3,1,23,2
500224,Praha 10, Okrsek: 10088,493,316,316,54,2,1,24,0,0,12,13,10,0,0,5,0,0,52,1,0,0,43,48,1,0,22,0,7,0,0,19,0
500224,Praha 10, Okrsek: 10089,655,417,416,54,0,0,25,0,0,19,14,13,3,0,4,0,2,80,0,0,0,73,75,0,0,24,0,4,0,3,21,1
500224,Praha 10, Okrsek: 10090,584,362,360,42,0,0,15,0,0,18,21,14,2,0,8,0,1,72,0,0,3,61,60,0,1,16,0,4,0,0,19,0
500224,Praha 10, Okrsek: 10091,621,447,446,72,0,1,23,0,1,32,15,15,0,0,14,0,2,88,1,0,1,64,77,0,1,21,0,2,0,1,12,1
500224,Praha 10, Okrsek: 10092,540,336,336,34,0,0,28,0,0,19,7,15,0,0,5,1,1,82,0,0,0,44,56,1,1,14,0,3,2,0,23,0
500224,Praha 10, Okrsek: 10093,584,366,365,63,0,0,16,1,0,14,16,14,1,1,7,0,0,69,0,0,0,45,65,0,1,19,1,6,1,1,22,0
500224,Praha 10, Okrsek: 10094,587,388,388,50,0,0,26,0,0,19,14,23,1,0,6,1,1,59,0,0,0,46,93,1,0,22,0,5,0,1,18,0
500224,Praha 10, Okrsek: 10095,563,368,368,57,0,0,28,0,0,21,20,10,0,0,14,0,0,56,0,0,0,43,74,0,1,13,0,2,1,0,24,2
500224,Praha 10, Okrsek: 10096,662,433,433,69,2,1,28,0,0,17,14,13,3,0,13,0,1,70,0,0,1,50,100,1,1,19,0,2,2,0,22,1
500224,Praha 10, Okrsek: 10097,686,467,467,57,0,1,28,0,1,16,16,14,2,0,10,0,0,84,1,1,0,65,102,1,0,20,0,6,1,0,31,6
500224,Praha 10, Okrsek: 10098,731,485,484,69,0,1,22,1,0,21,23,9,0,0,19,1,1,120,0,0,0,56,84,0,1,16,0,8,1,0,23,2
500224,Praha 10, Okrsek: 10099,570,387,387,54,1,0,27,0,0,16,17,17,2,1,4,0,0,79,0,0,0,38,78,0,1,19,0,0,1,0,27,2
500224,Praha 10, Okrsek: 10100,581,397,397,70,1,0,22,1,0,11,15,6,1,0,8,0,1,68,0,0,0,63,78,0,0,31,0,2,1,0,16,0
500224,Praha 10, Okrsek: 10101,696,485,485,91,0,0,21,0,0,11,17,6,0,0,10,0,0,91,0,0,0,73,109,1,0,21,0,3,0,0,25,4
500224,Praha 10, Okrsek: 10102,629,396,396,66,0,0,30,1,0,16,22,11,0,0,10,1,0,70,0,0,0,31,86,0,0,12,0,5,0,0,33,0
500224,Praha 10, Okrsek: 10103,593,378,377,49,0,0,30,1,0,12,19,6,4,0,9,0,0,68,0,0,0,54,80,0,2,13,0,0,3,1,20,5
500224,Praha 10, Okrsek: 10104,729,465,465,86,1,0,26,0,0,25,16,8,4,0,11,0,0,78,0,0,0,58,90,0,1,15,0,6,1,0,35,3
500224,Praha 10, Okrsek: 10105,575,389,389,61,1,0,35,1,0,14,23,3,2,0,8,0,0,51,0,0,0,33,89,0,1,24,0,5,0,2,28,3
500224,Praha 10, Okrsek: 10106,604,419,419,75,2,0,24,0,0,22,31,9,1,0,6,0,0,72,0,0,0,66,78,0,0,17,0,1,0,0,13,2
500224,Praha 10, Okrsek: 10107,830,557,557,96,0,1,34,0,0,23,12,9,2,0,13,0,0,101,0,0,3,82,108,0,0,17,0,5,3,0,44,0
500224,Praha 10, Okrsek: 10108,883,570,570,97,1,0,24,1,0,27,26,7,1,0,12,0,1,100,0,0,0,76,135,2,0,19,0,2,0,0,26,4
500224,Praha 10, Okrsek: 10109,2 759,339,338,71,2,2,13,0,0,6,17,7,0,0,7,1,0,73,0,0,0,34,46,0,0,7,0,3,0,1,40,1
500224,Praha 10, Okrsek: 10046,573,396,396,47,0,0,28,0,0,10,18,8,0,1,9,1,0,65,0,0,0,61,87,2,0,26,1,5,0,0,21,1
500224,Praha 10, Okrsek: 10047,730,518,518,75,0,1,34,1,1,23,34,6,1,1,6,0,0,75,0,0,1,49,142,1,3,24,0,5,0,0,31,0
500224,Praha 10, Okrsek: 10048,882,627,627,93,0,2,47,1,1,34,26,8,6,0,3,0,0,107,0,0,0,78,134,0,0,34,0,4,1,1,42,3
500224,Praha 10, Okrsek: 10049,732,499,499,68,0,0,28,1,1,30,27,12,4,0,11,0,2,83,0,0,0,61,115,2,0,22,0,2,1,1,25,1
500224,Praha 10, Okrsek: 10050,726,466,466,78,0,0,34,0,0,14,41,11,3,0,16,1,0,88,0,0,0,38,78,0,1,23,0,3,1,3,32,1
500224,Praha 10, Okrsek: 10051,754,511,511,82,0,0,45,0,0,27,19,5,0,1,8,0,1,80,0,0,0,52,118,0,0,20,0,7,2,0,30,2
500224,Praha 10, Okrsek: 10052,842,613,613,110,2,0,40,1,0,25,39,14,2,0,7,0,0,118,0,0,0,66,132,0,0,18,0,4,0,0,27,1
500224,Praha 10, Okrsek: 10053,808,585,585,116,0,0,34,0,1,21,30,12,3,0,9,0,2,99,0,0,1,73,110,0,1,39,0,4,2,2,23,1
500224,Praha 10, Okrsek: 10054,816,555,555,78,0,0,34,0,0,31,27,12,5,0,13,0,1,97,0,0,0,41,132,0,0,23,0,3,1,0,53,2
500224,Praha 10, Okrsek: 10055,657,425,425,55,0,0,37,0,0,9,18,8,3,0,7,0,0,68,0,0,0,35,124,0,1,26,0,4,0,0,28,1
500224,Praha 10, Okrsek: 10056,639,423,422,51,1,0,47,0,0,15,17,12,1,0,5,0,0,78,0,0,0,36,115,1,1,19,0,4,0,0,18,1
500224,Praha 10, Okrsek: 10057,795,536,536,128,1,1,19,0,0,30,2,12,0,0,14,2,0,107,0,0,0,95,73,0,0,15,0,5,0,0,24,1
500224,Praha 10, Okrsek: 10058,719,473,473,67,1,1,32,1,2,14,23,12,2,0,12,0,1,80,0,0,0,45,135,1,0,16,0,5,1,0,19,0
500224,Praha 10, Okrsek: 10059,1 066,772,772,115,0,0,42,1,2,48,25,12,2,1,21,0,0,141,0,0,1,89,170,0,1,38,0,9,2,0,45,3
500224,Praha 10, Okrsek: 10060,689,423,423,56,1,1,27,0,0,14,20,9,0,0,9,0,0,78,0,0,0,37,113,0,0,10,0,5,0,0,36,2
